pair_id,dataset,protocol,label,subject_id_a,subject_id_b,canonical_finger_position_a,canonical_finger_position_b,ppi,path_a,path_b,image_sha256_a,image_sha256_b,split_assignment,pair_generation_reason,candidate_id,parent_candidate_id,changed_field,config_hash,status,error_code,raw_score,score_components_json,geometry_success,geometry_failure_reason,keypoint_count_a,keypoint_count_b,matches,inliers,prepare_a_ms,prepare_b_ms,compare_ms,total_ms
pilot_genuine_sd300b_plain_roll_00001747_01,sd300b,plain_roll,1,00001747,00001747,1,1,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001747_plain_1000_11.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001747_roll_1000_01.png,42be7fd07fc336950563b1a1c9276f069009e46690f15e68524437575e35bb68,75decde628a3d7f0d6c7501ba0fb3473b27f235db5f7cb107f1c66b2b08eef6c,development,deterministic genuine sample from plain_roll,bidirectional_union,rootsift,matching_mode,cedab89996a44f519f763fc63b4e85b7bb102ad973bd90a1dcbd208accfaf6d2,ok,,0.9411215456883741,"{""geometric_inlier_count"":3.0,""geometric_inlier_ratio"":0.08823529411764706,""inliers_over_min_keypoints"":0.001,""inliers_times_inlier_ratio_times_log1p_matches"":0.9411215456883741}",True,,3001,3000,34,3,191.9781,272.1817,39.9461,504.8124
pilot_genuine_sd300b_plain_roll_00001227_08,sd300b,plain_roll,1,00001227,00001227,8,8,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001227_plain_1000_08.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001227_roll_1000_08.png,535ce9931114f9981fd034e561c10e088350cdc590c069265fb126697a7c58e9,db9ef180c26509b9a89cee0364e712a0b7dcc00928b2ac5611a7f80a52f5c4c7,development,deterministic genuine sample from plain_roll,bidirectional_union,rootsift,matching_mode,cedab89996a44f519f763fc63b4e85b7bb102ad973bd90a1dcbd208accfaf6d2,ok,,9.392371357265183,"{""geometric_inlier_count"":12.0,""geometric_inlier_ratio"":0.1875,""inliers_over_min_keypoints"":0.004,""inliers_times_inlier_ratio_times_log1p_matches"":9.392371357265183}",True,,3001,3000,64,12,105.1602,235.4281,39.3952,380.697
pilot_genuine_sd300b_plain_roll_00001530_01,sd300b,plain_roll,1,00001530,00001530,1,1,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001530_plain_1000_11.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001530_roll_1000_01.png,f8757f5c4d581e461277cafeb03349aed81a565e3eb9f5153a9c63eb72126b28,016a0c4e8ff700a3b2c036d9e24af0d8f48840ad205675e30da35910b20502ff,development,deterministic genuine sample from plain_roll,bidirectional_union,rootsift,matching_mode,cedab89996a44f519f763fc63b4e85b7bb102ad973bd90a1dcbd208accfaf6d2,ok,,1.3700350969755402,"{""geometric_inlier_count"":3.0,""geometric_inlier_ratio"":0.15,""inliers_over_min_keypoints"":0.001,""inliers_times_inlier_ratio_times_log1p_matches"":1.3700350969755402}",True,,3000,3001,20,3,160.2552,279.1112,39.6779,479.8633
pilot_genuine_sd300b_plain_roll_00001530_05,sd300b,plain_roll,1,00001530,00001530,5,5,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001530_plain_1000_05.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001530_roll_1000_05.png,febe3739da93ec42148b167d1d1d4478809bcaa468b4a32ff2bd0bed7260b607,f05a96dddd5006af45e09ce08eca1cbf86d22b3ad3fe364442173254bdf7f20b,development,deterministic genuine sample from plain_roll,bidirectional_union,rootsift,matching_mode,cedab89996a44f519f763fc63b4e85b7bb102ad973bd90a1dcbd208accfaf6d2,ok,,0.5887699911158697,"{""geometric_inlier_count"":2.0,""geometric_inlier_ratio"":0.09523809523809523,""inliers_over_min_keypoints"":0.0016877637130801688,""inliers_times_inlier_ratio_times_log1p_matches"":0.5887699911158697}",True,,1185,3000,21,2,76.8774,275.3489,17.3985,370.172
pilot_genuine_sd300b_plain_roll_00001394_02,sd300b,plain_roll,1,00001394,00001394,2,2,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001394_plain_1000_02.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001394_roll_1000_02.png,823e1d11fcf9ed52c658610d793d28cae194d9ca4f339df23853c30b95407ebd,f8c83a9cfdbb1182c4b2cd9cd210eaba2496d527674e0b979327974e122d3fae,development,deterministic genuine sample from plain_roll,bidirectional_union,rootsift,matching_mode,cedab89996a44f519f763fc63b4e85b7bb102ad973bd90a1dcbd208accfaf6d2,ok,,4.749431923238484,"{""geometric_inlier_count"":8.0,""geometric_inlier_ratio"":0.14814814814814814,""inliers_over_min_keypoints"":0.0026666666666666666,""inliers_times_inlier_ratio_times_log1p_matches"":4.749431923238484}",True,,3000,3000,54,8,63.9619,251.6952,39.9895,356.5274
pilot_genuine_sd300b_plain_roll_00001585_10,sd300b,plain_roll,1,00001585,00001585,10,10,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001585_plain_1000_10.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001585_roll_1000_10.png,f54b50431759272688153731cf4ea0cb42f7241da1812713c454830d04fa5601,89673f1b73cc2846fa534dc1fc22a6ba3861a65b7e72b31fc963bfa62b666fdc,development,deterministic genuine sample from plain_roll,bidirectional_union,rootsift,matching_mode,cedab89996a44f519f763fc63b4e85b7bb102ad973bd90a1dcbd208accfaf6d2,ok,,1.7575592430628104,"{""geometric_inlier_count"":5.0,""geometric_inlier_ratio"":0.08620689655172414,""inliers_over_min_keypoints"":0.0016926201760324984,""inliers_times_inlier_ratio_times_log1p_matches"":1.7575592430628104}",True,,2954,3000,58,5,87.1253,287.732,43.3921,419.0837
pilot_genuine_sd300b_plain_roll_00001454_06,sd300b,plain_roll,1,00001454,00001454,6,6,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001454_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001454_roll_1000_06.png,1ed6fde6661cff323a10b6d97d889ed6cd6849a7ad614b200486535c29b54f13,be1b7c2a05a2d9ddd3db5ba2f1c4e7b8530a0fd8819b412da846019e7fd5593c,development,deterministic genuine sample from plain_roll,bidirectional_union,rootsift,matching_mode,cedab89996a44f519f763fc63b4e85b7bb102ad973bd90a1dcbd208accfaf6d2,ok,,12.93874737045231,"{""geometric_inlier_count"":14.0,""geometric_inlier_ratio"":0.2222222222222222,""inliers_over_min_keypoints"":0.004666666666666667,""inliers_times_inlier_ratio_times_log1p_matches"":12.93874737045231}",True,,3000,3000,63,14,174.758,275.7879,40.402,491.7443
pilot_genuine_sd300b_plain_roll_00001776_07,sd300b,plain_roll,1,00001776,00001776,7,7,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001776_plain_1000_07.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001776_roll_1000_07.png,bce90baf90c3e4333176922855dc10ba601c267fbad1f83e7e189c7a0b8d3e39,94f7d2523001ece88847a5579b9b28fdf90061bbc6b63b55d33355c7bd22271e,development,deterministic genuine sample from plain_roll,bidirectional_union,rootsift,matching_mode,cedab89996a44f519f763fc63b4e85b7bb102ad973bd90a1dcbd208accfaf6d2,ok,,5.608845767325739,"{""geometric_inlier_count"":7.0,""geometric_inlier_ratio"":0.23333333333333334,""inliers_over_min_keypoints"":0.0023333333333333335,""inliers_times_inlier_ratio_times_log1p_matches"":5.608845767325739}",True,,3000,3000,30,7,93.4061,242.4754,39.9918,376.8825
pilot_genuine_sd300b_plain_roll_00001454_07,sd300b,plain_roll,1,00001454,00001454,7,7,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001454_plain_1000_07.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001454_roll_1000_07.png,6e0bd4591a24981108ae1d510330532acbbf15981f0fbfcbc0a78a559adfe122,fc8fe57f8aefba10ec924bf97d84b83a7320634a45c4c36c1dd7a44373410cf9,development,deterministic genuine sample from plain_roll,bidirectional_union,rootsift,matching_mode,cedab89996a44f519f763fc63b4e85b7bb102ad973bd90a1dcbd208accfaf6d2,ok,,5.676124307786509,"{""geometric_inlier_count"":6.0,""geometric_inlier_ratio"":0.3157894736842105,""inliers_over_min_keypoints"":0.002,""inliers_times_inlier_ratio_times_log1p_matches"":5.676124307786509}",True,,3000,3001,19,6,109.602,244.6074,39.562,394.6795
pilot_genuine_sd300b_plain_roll_00001701_05,sd300b,plain_roll,1,00001701,00001701,5,5,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001701_plain_1000_05.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001701_roll_1000_05.png,10dbe8aa872238cf7dfcecc0ef8d4c7a487f483d7925af9d16db214b794b8587,fe7670f94e8260be4911fffe96e5141d07bab9be6e3d62e5685c22582e0288b8,development,deterministic genuine sample from plain_roll,bidirectional_union,rootsift,matching_mode,cedab89996a44f519f763fc63b4e85b7bb102ad973bd90a1dcbd208accfaf6d2,ok,,5.354027203495548,"{""geometric_inlier_count"":7.0,""geometric_inlier_ratio"":0.21875,""inliers_over_min_keypoints"":0.002580169553999263,""inliers_times_inlier_ratio_times_log1p_matches"":5.354027203495548}",True,,2713,3000,32,7,73.8038,260.5213,36.2739,371.2755
pilot_genuine_sd300b_plain_roll_00001210_06,sd300b,plain_roll,1,00001210,00001210,6,6,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001210_plain_1000_12.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001210_roll_1000_06.png,8b5bd55e7069db3c7aa7d9701f741d870c8606f4c7db72263ce619a4a90eecef,fcb27a9c11306fb3dc5e6bf5435a80398a2bd89c9a6dac08fc30424de1895923,development,deterministic genuine sample from plain_roll,bidirectional_union,rootsift,matching_mode,cedab89996a44f519f763fc63b4e85b7bb102ad973bd90a1dcbd208accfaf6d2,ok,,8.490210594813705,"{""geometric_inlier_count"":12.0,""geometric_inlier_ratio"":0.1643835616438356,""inliers_over_min_keypoints"":0.004,""inliers_times_inlier_ratio_times_log1p_matches"":8.490210594813705}",True,,3000,3000,73,12,162.0826,310.1223,41.5477,514.5162
pilot_genuine_sd300b_plain_roll_00001777_07,sd300b,plain_roll,1,00001777,00001777,7,7,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001777_plain_1000_07.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\roll\00001777_roll_1000_07.png,5acc6333b50461e11751347d2d66b76390e44d0d285c0ac56ea70c24ae1207f1,9772457cc0279f309308696864f15e9a08a1d0addd23687f0a50982b551b4ad8,development,deterministic genuine sample from plain_roll,bidirectional_union,rootsift,matching_mode,cedab89996a44f519f763fc63b4e85b7bb102ad973bd90a1dcbd208accfaf6d2,ok,,2.210820055894223,"{""geometric_inlier_count"":4.0,""geometric_inlier_ratio"":0.17391304347826086,""inliers_over_min_keypoints"":0.0013333333333333333,""inliers_times_inlier_ratio_times_log1p_matches"":2.210820055894223}",True,,3000,3000,23,4,78.8489,243.2535,39.6873,362.4827
pilot_genuine_sd300b_plain_self_00001207_03,sd300b,plain_self,1,00001207,00001207,3,3,1000,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001207_plain_1000_03.png,C:\fingerprint-datasets\NIST\sd300b\images\1000\png\plain\00001207_plain_1000_03.png,ad53569d0507bc0cbdb84c5eb3a9bc027f0d52750b22bf4a039c444047da100c,ad53569d0507bc0cbdb84c5eb3a9bc027f0d52750b22bf4a039c444047da100c,development,deterministic genuine sample from plain_self,bidirectional_union,rootsift,matching_mode,cedab89996a44f519f763fc63b4e85b7bb102ad973bd90a1dcbd208accfaf6d2,ok,,24020.1025363211,"{""geometric_inlier_count"":3000.0,""geometric_inlier_ratio"":1.0,""inliers_over_min_keypoints"":1.0,""inliers_times_inlier_ratio_times_log1p_matches"":24020.1025363211}",True,,3000,3000,3000,3000,69.753,69.3099,49.5216,189.4187
