dataset,pair_id,subject_id,canonical_finger_position,primary_status,derived_status,status_equal,primary_error_code,derived_error_code,error_code_equal,primary_raw_score,derived_raw_score,raw_score_text_equal,raw_score_abs_delta,prepare_a_diagnostics_equal,prepare_b_diagnostics_equal,compare_diagnostics_equal,reproducible
sd300c,sd300c_plain_roll_00001000_01,00001000,1,ok,ok,true,,,true,135.02288618340845,135.02288618340845,true,0.0,true,true,true,true
sd300c,sd300c_plain_roll_00001000_02,00001000,2,ok,ok,true,,,true,48.172915641402696,48.172915641402696,true,0.0,true,true,true,true
sd300c,sd300c_plain_roll_00001000_03,00001000,3,ok,ok,true,,,true,69.0382498085857,69.0382498085857,true,0.0,true,true,true,true
sd300c,sd300c_plain_roll_00001000_04,00001000,4,ok,ok,true,,,true,57.057576212690435,57.057576212690435,true,0.0,true,true,true,true
sd300c,sd300c_plain_roll_00001000_05,00001000,5,ok,ok,true,,,true,4.24250113972457,4.24250113972457,true,0.0,true,true,true,true
sd300c,sd300c_plain_roll_00001000_06,00001000,6,ok,ok,true,,,true,106.0208216349402,106.0208216349402,true,0.0,true,true,true,true
sd300c,sd300c_plain_roll_00001000_07,00001000,7,ok,ok,true,,,true,46.588795304122236,46.588795304122236,true,0.0,true,true,true,true
sd300c,sd300c_plain_roll_00001000_08,00001000,8,ok,ok,true,,,true,1.1655782269606825,1.1655782269606825,true,0.0,true,true,true,true
sd300c,sd300c_plain_roll_00001000_09,00001000,9,ok,ok,true,,,true,33.81616564308497,33.81616564308497,true,0.0,true,true,true,true
sd300c,sd300c_plain_roll_00001000_10,00001000,10,ok,ok,true,,,true,0.3568606680727854,0.3568606680727854,true,0.0,true,true,true,true
sd300c,sd300c_plain_roll_00001001_02,00001001,2,ok,ok,true,,,true,65.11906550771894,65.11906550771894,true,0.0,true,true,true,true
sd300c,sd300c_plain_roll_00001001_03,00001001,3,ok,ok,true,,,true,63.543875196872065,63.543875196872065,true,0.0,true,true,true,true
sd300c,sd300c_plain_roll_00001001_04,00001001,4,ok,ok,true,,,true,222.3832854201195,222.3832854201195,true,0.0,true,true,true,true
sd300c,sd300c_plain_roll_00001001_05,00001001,5,ok,ok,true,,,true,65.4611128666094,65.4611128666094,true,0.0,true,true,true,true
sd300c,sd300c_plain_roll_00001001_07,00001001,7,ok,ok,true,,,true,156.61181495423114,156.61181495423114,true,0.0,true,true,true,true
sd300c,sd300c_plain_roll_00001001_08,00001001,8,ok,ok,true,,,true,201.92615435166,201.92615435166,true,0.0,true,true,true,true
sd300c,sd300c_plain_roll_00001001_09,00001001,9,ok,ok,true,,,true,183.73758029176605,183.73758029176605,true,0.0,true,true,true,true
sd300c,sd300c_plain_roll_00001001_10,00001001,10,ok,ok,true,,,true,94.112302545347,94.112302545347,true,0.0,true,true,true,true
sd300c,sd300c_plain_roll_00001002_01,00001002,1,ok,ok,true,,,true,0.5958771341824303,0.5958771341824303,true,0.0,true,true,true,true
sd300c,sd300c_plain_roll_00001002_02,00001002,2,ok,ok,true,,,true,121.14495148387073,121.14495148387073,true,0.0,true,true,true,true
sd300c,sd300c_plain_roll_00001002_03,00001002,3,ok,ok,true,,,true,61.439706066882955,61.439706066882955,true,0.0,true,true,true,true
sd300c,sd300c_plain_roll_00001002_04,00001002,4,ok,ok,true,,,true,74.27995032446896,74.27995032446896,true,0.0,true,true,true,true
sd300c,sd300c_plain_roll_00001002_05,00001002,5,ok,ok,true,,,true,157.87918344494688,157.87918344494688,true,0.0,true,true,true,true
sd300c,sd300c_plain_roll_00001002_06,00001002,6,ok,ok,true,,,true,196.23735834270346,196.23735834270346,true,0.0,true,true,true,true
sd300c,sd300c_plain_roll_00001002_07,00001002,7,ok,ok,true,,,true,50.58955378280254,50.58955378280254,true,0.0,true,true,true,true
